ProfileName,LevelName,FlowName
I-F: SNMPv1,Access,cv driver record
I-F: SNMPv1,TransNet,cv driver record
I-F: SNMPv1,Mgmt,cv driver record
I-F: SNMPv3/TLS,TransNet,cv driver record
I-F: SNMPv3/TLS,Security,cv driver record
I-F: SNMPv3/TLS,TransNet,cv driver record
I-F: SNMPv3/TLS,Security,cv driver record
I-F: SNMPv3/TLS,Access,cv driver record
I-F: SNMPv3/TLS,Facilities,cv driver record
I-F: SNMPv3/TLS,Mgmt,cv driver record
I-F: SNMPv1/TLS,Access,cv driver record
I-F: SNMPv1/TLS,Mgmt,cv driver record
I-F: SNMPv1/TLS,TransNet,cv driver record
I-F: SNMPv1/TLS,Facilities,cv driver record
I-F: SNMPv1/TLS,Security,cv driver record
I-F: SNMPv1/TLS,TransNet,cv driver record
C-C: DATEX Messaging,Security,cv driver record
C-C: DATEX Messaging,Access,cv driver record
C-C: DATEX Messaging,Mgmt,cv driver record
C-C: DATEX Messaging,Mgmt,cv driver record
C-C: DATEX Messaging,TransNet,cv driver record
C-C: DATEX Messaging,TransNet,cv driver record
I-I: Secure Internet (ITS),TransNet,cv driver record
I-I: Secure Internet (ITS),Security,cv driver record
I-I: Secure Internet (ITS),Mgmt,cv driver record
I-I: Secure Internet (ITS),Access,cv driver record
I-I: Secure Internet (ITS),TransNet,cv driver record
I-F: ODG-OCIT-O,Security,cv driver record
I-F: ODG-OCIT-O,Facilities,cv driver record
I-F: ODG-OCIT-O,TransNet,cv driver record
I-F: ODG-OCIT-O,Mgmt,cv driver record
I-F: ODG-OCIT-O,Access,cv driver record
I-F: UTMC,Security,cv driver record
I-F: UTMC,Mgmt,cv driver record
I-F: UTMC,Facilities,cv driver record
I-F: UTMC,TransNet,cv driver record
I-F: UTMC,TransNet,cv driver record
I-F: UTMC,Access,cv driver record
I-F: DMS and RWIS Comms,Access,cv driver record
I-F: DMS and RWIS Comms,Mgmt,cv driver record
I-F: DMS and RWIS Comms,Security,cv driver record
I-F: DMS and RWIS Comms,TransNet,cv driver record
I-F: DMS and RWIS Comms,Facilities,cv driver record
I-F: AU TRAFF Comms,Access,cv driver record
I-F: AU TRAFF Comms,TransNet,cv driver record
I-F: AU TRAFF Comms,Security,cv driver record
I-F: AU TRAFF Comms,TransNet,cv driver record
I-F: AU TRAFF Comms,Facilities,cv driver record
I-F: AU TRAFF Comms,Mgmt,cv driver record
(None-Comm),Access,cv driver record
(None-Comm),TransNet,cv driver record
(None-Comm),Security,cv driver record
(None-Comm),Mgmt,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
C-C: NTCIP Messaging,TransNet,cv driver record
C-C: NTCIP Messaging,Security,cv driver record
C-C: NTCIP Messaging,TransNet,cv driver record
C-C: NTCIP Messaging,Mgmt,cv driver record
C-C: NTCIP Messaging,Mgmt,cv driver record
C-C: NTCIP Messaging,Facilities,cv driver record
C-C: NTCIP Messaging,Access,cv driver record
C-C: DATEX Messaging,Security,cv driver record
C-C: DATEX Messaging,Access,cv driver record
C-C: DATEX Messaging,Mgmt,cv driver record
C-C: DATEX Messaging,Mgmt,cv driver record
C-C: DATEX Messaging,TransNet,cv driver record
C-C: DATEX Messaging,TransNet,cv driver record
I-I: Secure Internet (ITS),TransNet,cv driver record
I-I: Secure Internet (ITS),Security,cv driver record
I-I: Secure Internet (ITS),Mgmt,cv driver record
I-I: Secure Internet (ITS),Access,cv driver record
I-I: Secure Internet (ITS),TransNet,cv driver record
(None-Comm),Access,cv driver record
(None-Comm),TransNet,cv driver record
(None-Comm),Security,cv driver record
(None-Comm),Mgmt,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
C-C: NTCIP Messaging,TransNet,cv driver record
C-C: NTCIP Messaging,Security,cv driver record
C-C: NTCIP Messaging,TransNet,cv driver record
C-C: NTCIP Messaging,Mgmt,cv driver record
C-C: NTCIP Messaging,Mgmt,cv driver record
C-C: NTCIP Messaging,Facilities,cv driver record
C-C: NTCIP Messaging,Access,cv driver record
C-C: DATEX Messaging,Security,cv driver record
C-C: DATEX Messaging,Access,cv driver record
C-C: DATEX Messaging,Mgmt,cv driver record
C-C: DATEX Messaging,Mgmt,cv driver record
C-C: DATEX Messaging,TransNet,cv driver record
C-C: DATEX Messaging,TransNet,cv driver record
I-I: Secure Internet (ITS),TransNet,cv driver record
I-I: Secure Internet (ITS),Security,cv driver record
I-I: Secure Internet (ITS),Mgmt,cv driver record
I-I: Secure Internet (ITS),Access,cv driver record
I-I: Secure Internet (ITS),TransNet,cv driver record
(None-Comm),Access,cv driver record
(None-Comm),TransNet,cv driver record
(None-Comm),Security,cv driver record
(None-Comm),Mgmt,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
(None-Data),Facilities,cv driver record
(None-Data),ITS Application Entity,cv driver record
C-C: NTCIP Messaging,TransNet,cv driver record
C-C: NTCIP Messaging,Security,cv driver record
C-C: NTCIP Messaging,TransNet,cv driver record
C-C: NTCIP Messaging,Mgmt,cv driver record
C-C: NTCIP Messaging,Mgmt,cv driver record
C-C: NTCIP Messaging,Facilities,cv driver record
C-C: NTCIP Messaging,Access,cv driver record
C-C: DATEX Messaging,Security,cv driver record
C-C: DATEX Messaging,Access,cv driver record
C-C: DATEX Messaging,Mgmt,cv driver record
C-C: DATEX Messaging,Mgmt,cv driver record
C-C: DATEX Messaging,TransNet,cv driver record
C-C: DATEX Messaging,TransNet,cv driver record
I-I: Secure Internet (ITS),TransNet,cv driver record
I-I: Secure Internet (ITS),Security,cv driver record
I-I: Secure Internet (ITS),Mgmt,cv driver record
I-I: Secure Internet (ITS),Access,cv driver record
I-I: Secure Internet (ITS),TransNet,cv driver record
(None-Comm),Access,route restrictions
(None-Comm),TransNet,route restrictions
(None-Comm),Security,route restrictions
(None-Comm),Mgmt,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
C-C: NTCIP Messaging,TransNet,route restrictions
C-C: NTCIP Messaging,Security,route restrictions
C-C: NTCIP Messaging,TransNet,route restrictions
C-C: NTCIP Messaging,Mgmt,route restrictions
C-C: NTCIP Messaging,Mgmt,route restrictions
C-C: NTCIP Messaging,Facilities,route restrictions
C-C: NTCIP Messaging,Access,route restrictions
C-C: DATEX Messaging,Security,route restrictions
C-C: DATEX Messaging,Access,route restrictions
C-C: DATEX Messaging,Mgmt,route restrictions
C-C: DATEX Messaging,Mgmt,route restrictions
C-C: DATEX Messaging,TransNet,route restrictions
C-C: DATEX Messaging,TransNet,route restrictions
I-I: Secure Internet (ITS),TransNet,route restrictions
I-I: Secure Internet (ITS),Security,route restrictions
I-I: Secure Internet (ITS),Mgmt,route restrictions
I-I: Secure Internet (ITS),Access,route restrictions
I-I: Secure Internet (ITS),TransNet,route restrictions
OMG DDS,Access,route restrictions
OMG DDS,Facilities,route restrictions
OMG DDS,Facilities,route restrictions
OMG DDS,Security,route restrictions
OMG DDS,TransNet,route restrictions
OMG DDS,TransNet,route restrictions
OMG DDS,Mgmt,route restrictions
OMG DDS,Facilities,route restrictions
Apache Kafka,Facilities,route restrictions
Apache Kafka,TransNet,route restrictions
Apache Kafka,Facilities,route restrictions
Apache Kafka,TransNet,route restrictions
Apache Kafka,Access,route restrictions
Apache Kafka,Security,route restrictions
Apache Kafka,Mgmt,route restrictions
OASIS AMQP,TransNet,route restrictions
OASIS AMQP,Facilities,route restrictions
OASIS AMQP,Mgmt,route restrictions
OASIS AMQP,Access,route restrictions
OASIS AMQP,Security,route restrictions
OASIS AMQP,TransNet,route restrictions
OASIS MQTT,Mgmt,route restrictions
OASIS MQTT,Access,route restrictions
OASIS MQTT,TransNet,route restrictions
OASIS MQTT,Security,route restrictions
OASIS MQTT,TransNet,route restrictions
OASIS MQTT,Facilities,route restrictions
OASIS MQTT,Security,route restrictions
(None-Comm),Access,route restrictions
(None-Comm),TransNet,route restrictions
(None-Comm),Security,route restrictions
(None-Comm),Mgmt,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
C-C: NTCIP Messaging,TransNet,route restrictions
C-C: NTCIP Messaging,Security,route restrictions
C-C: NTCIP Messaging,TransNet,route restrictions
C-C: NTCIP Messaging,Mgmt,route restrictions
C-C: NTCIP Messaging,Mgmt,route restrictions
C-C: NTCIP Messaging,Facilities,route restrictions
C-C: NTCIP Messaging,Access,route restrictions
C-C: DATEX Messaging,Security,route restrictions
C-C: DATEX Messaging,Access,route restrictions
C-C: DATEX Messaging,Mgmt,route restrictions
C-C: DATEX Messaging,Mgmt,route restrictions
C-C: DATEX Messaging,TransNet,route restrictions
C-C: DATEX Messaging,TransNet,route restrictions
I-I: Secure Internet (ITS),TransNet,route restrictions
I-I: Secure Internet (ITS),Security,route restrictions
I-I: Secure Internet (ITS),Mgmt,route restrictions
I-I: Secure Internet (ITS),Access,route restrictions
I-I: Secure Internet (ITS),TransNet,route restrictions
OMG DDS,Access,route restrictions
OMG DDS,Facilities,route restrictions
OMG DDS,Facilities,route restrictions
OMG DDS,Security,route restrictions
OMG DDS,TransNet,route restrictions
OMG DDS,TransNet,route restrictions
OMG DDS,Mgmt,route restrictions
OMG DDS,Facilities,route restrictions
Apache Kafka,Facilities,route restrictions
Apache Kafka,TransNet,route restrictions
Apache Kafka,Facilities,route restrictions
Apache Kafka,TransNet,route restrictions
Apache Kafka,Access,route restrictions
Apache Kafka,Security,route restrictions
Apache Kafka,Mgmt,route restrictions
OASIS AMQP,TransNet,route restrictions
OASIS AMQP,Facilities,route restrictions
OASIS AMQP,Mgmt,route restrictions
OASIS AMQP,Access,route restrictions
OASIS AMQP,Security,route restrictions
OASIS AMQP,TransNet,route restrictions
OASIS MQTT,Mgmt,route restrictions
OASIS MQTT,Access,route restrictions
OASIS MQTT,TransNet,route restrictions
OASIS MQTT,Security,route restrictions
OASIS MQTT,TransNet,route restrictions
OASIS MQTT,Facilities,route restrictions
OASIS MQTT,Security,route restrictions
(None-Comm),Access,route restrictions
(None-Comm),TransNet,route restrictions
(None-Comm),Security,route restrictions
(None-Comm),Mgmt,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
C-C: NTCIP Messaging,TransNet,route restrictions
C-C: NTCIP Messaging,Security,route restrictions
C-C: NTCIP Messaging,TransNet,route restrictions
C-C: NTCIP Messaging,Mgmt,route restrictions
C-C: NTCIP Messaging,Mgmt,route restrictions
C-C: NTCIP Messaging,Facilities,route restrictions
C-C: NTCIP Messaging,Access,route restrictions
C-C: DATEX Messaging,Security,route restrictions
C-C: DATEX Messaging,Access,route restrictions
C-C: DATEX Messaging,Mgmt,route restrictions
C-C: DATEX Messaging,Mgmt,route restrictions
C-C: DATEX Messaging,TransNet,route restrictions
C-C: DATEX Messaging,TransNet,route restrictions
I-I: Secure Internet (ITS),TransNet,route restrictions
I-I: Secure Internet (ITS),Security,route restrictions
I-I: Secure Internet (ITS),Mgmt,route restrictions
I-I: Secure Internet (ITS),Access,route restrictions
I-I: Secure Internet (ITS),TransNet,route restrictions
OMG DDS,Access,route restrictions
OMG DDS,Facilities,route restrictions
OMG DDS,Facilities,route restrictions
OMG DDS,Security,route restrictions
OMG DDS,TransNet,route restrictions
OMG DDS,TransNet,route restrictions
OMG DDS,Mgmt,route restrictions
OMG DDS,Facilities,route restrictions
Apache Kafka,Facilities,route restrictions
Apache Kafka,TransNet,route restrictions
Apache Kafka,Facilities,route restrictions
Apache Kafka,TransNet,route restrictions
Apache Kafka,Access,route restrictions
Apache Kafka,Security,route restrictions
Apache Kafka,Mgmt,route restrictions
OASIS AMQP,TransNet,route restrictions
OASIS AMQP,Facilities,route restrictions
OASIS AMQP,Mgmt,route restrictions
OASIS AMQP,Access,route restrictions
OASIS AMQP,Security,route restrictions
OASIS AMQP,TransNet,route restrictions
OASIS MQTT,Mgmt,route restrictions
OASIS MQTT,Access,route restrictions
OASIS MQTT,TransNet,route restrictions
OASIS MQTT,Security,route restrictions
OASIS MQTT,TransNet,route restrictions
OASIS MQTT,Facilities,route restrictions
OASIS MQTT,Security,route restrictions
(None-Comm),Access,route restrictions
(None-Comm),TransNet,route restrictions
(None-Comm),Security,route restrictions
(None-Comm),Mgmt,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
C-C: NTCIP Messaging,TransNet,route restrictions
C-C: NTCIP Messaging,Security,route restrictions
C-C: NTCIP Messaging,TransNet,route restrictions
C-C: NTCIP Messaging,Mgmt,route restrictions
C-C: NTCIP Messaging,Mgmt,route restrictions
C-C: NTCIP Messaging,Facilities,route restrictions
C-C: NTCIP Messaging,Access,route restrictions
C-C: DATEX Messaging,Security,route restrictions
C-C: DATEX Messaging,Access,route restrictions
C-C: DATEX Messaging,Mgmt,route restrictions
C-C: DATEX Messaging,Mgmt,route restrictions
C-C: DATEX Messaging,TransNet,route restrictions
C-C: DATEX Messaging,TransNet,route restrictions
I-I: Secure Internet (ITS),TransNet,route restrictions
I-I: Secure Internet (ITS),Security,route restrictions
I-I: Secure Internet (ITS),Mgmt,route restrictions
I-I: Secure Internet (ITS),Access,route restrictions
I-I: Secure Internet (ITS),TransNet,route restrictions
OMG DDS,Access,route restrictions
OMG DDS,Facilities,route restrictions
OMG DDS,Facilities,route restrictions
OMG DDS,Security,route restrictions
OMG DDS,TransNet,route restrictions
OMG DDS,TransNet,route restrictions
OMG DDS,Mgmt,route restrictions
OMG DDS,Facilities,route restrictions
Apache Kafka,Facilities,route restrictions
Apache Kafka,TransNet,route restrictions
Apache Kafka,Facilities,route restrictions
Apache Kafka,TransNet,route restrictions
Apache Kafka,Access,route restrictions
Apache Kafka,Security,route restrictions
Apache Kafka,Mgmt,route restrictions
OASIS AMQP,TransNet,route restrictions
OASIS AMQP,Facilities,route restrictions
OASIS AMQP,Mgmt,route restrictions
OASIS AMQP,Access,route restrictions
OASIS AMQP,Security,route restrictions
OASIS AMQP,TransNet,route restrictions
OASIS MQTT,Mgmt,route restrictions
OASIS MQTT,Access,route restrictions
OASIS MQTT,TransNet,route restrictions
OASIS MQTT,Security,route restrictions
OASIS MQTT,TransNet,route restrictions
OASIS MQTT,Facilities,route restrictions
OASIS MQTT,Security,route restrictions
(None-Comm),Access,route restrictions
(None-Comm),TransNet,route restrictions
(None-Comm),Security,route restrictions
(None-Comm),Mgmt,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
(None-Data),Facilities,route restrictions
(None-Data),ITS Application Entity,route restrictions
C-C: NTCIP Messaging,TransNet,route restrictions
C-C: NTCIP Messaging,Security,route restrictions
C-C: NTCIP Messaging,TransNet,route restrictions
C-C: NTCIP Messaging,Mgmt,route restrictions
C-C: NTCIP Messaging,Mgmt,route restrictions
C-C: NTCIP Messaging,Facilities,route restrictions
C-C: NTCIP Messaging,Access,route restrictions
C-C: DATEX Messaging,Security,route restrictions
C-C: DATEX Messaging,Access,route restrictions
C-C: DATEX Messaging,Mgmt,route restrictions
C-C: DATEX Messaging,Mgmt,route restrictions
C-C: DATEX Messaging,TransNet,route restrictions
C-C: DATEX Messaging,TransNet,route restrictions
I-I: Secure Internet (ITS),TransNet,route restrictions
I-I: Secure Internet (ITS),Security,route restrictions
I-I: Secure Internet (ITS),Mgmt,route restrictions
I-I: Secure Internet (ITS),Access,route restrictions
I-I: Secure Internet (ITS),TransNet,route restrictions
OMG DDS,Access,route restrictions
OMG DDS,Facilities,route restrictions
OMG DDS,Facilities,route restrictions
OMG DDS,Security,route restrictions
OMG DDS,TransNet,route restrictions
OMG DDS,TransNet,route restrictions
OMG DDS,Mgmt,route restrictions
OMG DDS,Facilities,route restrictions
Apache Kafka,Facilities,route restrictions
Apache Kafka,TransNet,route restrictions
Apache Kafka,Facilities,route restrictions
Apache Kafka,TransNet,route restrictions
Apache Kafka,Access,route restrictions
Apache Kafka,Security,route restrictions
Apache Kafka,Mgmt,route restrictions
OASIS AMQP,TransNet,route restrictions
OASIS AMQP,Facilities,route restrictions
OASIS AMQP,Mgmt,route restrictions
OASIS AMQP,Access,route restrictions
OASIS AMQP,Security,route restrictions
OASIS AMQP,TransNet,route restrictions
OASIS MQTT,Mgmt,route restrictions
OASIS MQTT,Access,route restrictions
OASIS MQTT,TransNet,route restrictions
OASIS MQTT,Security,route restrictions
OASIS MQTT,TransNet,route restrictions
OASIS MQTT,Facilities,route restrictions
OASIS MQTT,Security,route restrictions
(None-Comm),Access,host commercial vehicle status
(None-Comm),TransNet,host commercial vehicle status
(None-Comm),Security,host commercial vehicle status
(None-Comm),Mgmt,host commercial vehicle status
(Out of Scope),Facilities,host commercial vehicle status
(Out of Scope),ITS Application Entity,host commercial vehicle status
Data for Distribution (TBD),ITS Application Entity,commercial vehicle location data
(None-Comm),Access,commercial vehicle location data
(None-Comm),TransNet,commercial vehicle location data
(None-Comm),Security,commercial vehicle location data
(None-Comm),Mgmt,commercial vehicle location data
(None-Data),Facilities,commercial vehicle location data
(None-Data),ITS Application Entity,commercial vehicle location data
(None-Data),Facilities,commercial vehicle location data
(None-Data),ITS Application Entity,commercial vehicle location data
(None-Data),Facilities,commercial vehicle location data
(None-Data),ITS Application Entity,commercial vehicle location data
US: SAE Other J2735,ITS Application Entity,commercial vehicle location data
US: SAE Other J2735,Facilities,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,Security,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,TransNet,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,Access,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,TransNet,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,Security,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,Mgmt,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,Facilities,commercial vehicle location data
I-M: Secure Wireless Internet (EU),TransNet,commercial vehicle location data
I-M: Secure Wireless Internet (EU),Access,commercial vehicle location data
I-M: Secure Wireless Internet (EU),TransNet,commercial vehicle location data
I-M: Secure Wireless Internet (EU),Mgmt,commercial vehicle location data
I-M: Secure Wireless Internet (EU),Security,commercial vehicle location data
I-M: Secure Wireless Internet (ITS),TransNet,commercial vehicle location data
I-M: Secure Wireless Internet (ITS),Security,commercial vehicle location data
I-M: Secure Wireless Internet (ITS),Access,commercial vehicle location data
I-M: Secure Wireless Internet (ITS),Mgmt,commercial vehicle location data
I-M: Secure Wireless Internet (ITS),TransNet,commercial vehicle location data
Data for Distribution (TBD),ITS Application Entity,commercial vehicle location data
(None-Comm),Access,commercial vehicle location data
(None-Comm),TransNet,commercial vehicle location data
(None-Comm),Security,commercial vehicle location data
(None-Comm),Mgmt,commercial vehicle location data
(None-Data),Facilities,commercial vehicle location data
(None-Data),ITS Application Entity,commercial vehicle location data
(None-Data),Facilities,commercial vehicle location data
(None-Data),ITS Application Entity,commercial vehicle location data
(None-Data),Facilities,commercial vehicle location data
(None-Data),ITS Application Entity,commercial vehicle location data
US: SAE Other J2735,ITS Application Entity,commercial vehicle location data
US: SAE Other J2735,Facilities,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,Security,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,TransNet,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,Access,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,TransNet,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,Security,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,Mgmt,commercial vehicle location data
I-M: Wireless SNMPv3/TLS,Facilities,commercial vehicle location data
I-M: Secure Wireless Internet (EU),TransNet,commercial vehicle location data
I-M: Secure Wireless Internet (EU),Access,commercial vehicle location data
I-M: Secure Wireless Internet (EU),TransNet,commercial vehicle location data
I-M: Secure Wireless Internet (EU),Mgmt,commercial vehicle location data
I-M: Secure Wireless Internet (EU),Security,commercial vehicle location data
I-M: Secure Wireless Internet (ITS),TransNet,commercial vehicle location data
I-M: Secure Wireless Internet (ITS),Security,commercial vehicle location data
I-M: Secure Wireless Internet (ITS),Access,commercial vehicle location data
I-M: Secure Wireless Internet (ITS),Mgmt,commercial vehicle location data
I-M: Secure Wireless Internet (ITS),TransNet,commercial vehicle location data
(None-Comm),Access,commercial vehicle location data
(None-Comm),TransNet,commercial vehicle location data
(None-Comm),Security,commercial vehicle location data
(None-Comm),Mgmt,commercial vehicle location data
(None-Data),Facilities,commercial vehicle location data
(None-Data),ITS Application Entity,commercial vehicle location data
(None-Data),Facilities,commercial vehicle location data
(None-Data),ITS Application Entity,commercial vehicle location data
(None-Data),Facilities,commercial vehicle location data
(None-Data),ITS Application Entity,commercial vehicle location data
(None-Data),Facilities,commercial vehicle location data
(None-Data),ITS Application Entity,commercial vehicle location data
C-C: NTCIP Messaging,TransNet,commercial vehicle location data
C-C: NTCIP Messaging,Security,commercial vehicle location data
C-C: NTCIP Messaging,TransNet,commercial vehicle location data
C-C: NTCIP Messaging,Mgmt,commercial vehicle location data
C-C: NTCIP Messaging,Mgmt,commercial vehicle location data
C-C: NTCIP Messaging,Facilities,commercial vehicle location data
C-C: NTCIP Messaging,Access,commercial vehicle location data
C-C: DATEX Messaging,Security,commercial vehicle location data
C-C: DATEX Messaging,Access,commercial vehicle location data
C-C: DATEX Messaging,Mgmt,commercial vehicle location data
C-C: DATEX Messaging,Mgmt,commercial vehicle location data
C-C: DATEX Messaging,TransNet,commercial vehicle location data
C-C: DATEX Messaging,TransNet,commercial vehicle location data
I-I: Secure Internet (ITS),TransNet,commercial vehicle location data
I-I: Secure Internet (ITS),Security,commercial vehicle location data
I-I: Secure Internet (ITS),Mgmt,commercial vehicle location data
I-I: Secure Internet (ITS),Access,commercial vehicle location data
I-I: Secure Internet (ITS),TransNet,commercial vehicle location data
OMG DDS,Access,commercial vehicle location data
OMG DDS,Facilities,commercial vehicle location data
OMG DDS,Facilities,commercial vehicle location data
OMG DDS,Security,commercial vehicle location data
OMG DDS,TransNet,commercial vehicle location data
OMG DDS,TransNet,commercial vehicle location data
OMG DDS,Mgmt,commercial vehicle location data
OMG DDS,Facilities,commercial vehicle location data
Apache Kafka,Facilities,commercial vehicle location data
Apache Kafka,TransNet,commercial vehicle location data
Apache Kafka,Facilities,commercial vehicle location data
Apache Kafka,TransNet,commercial vehicle location data
Apache Kafka,Access,commercial vehicle location data
Apache Kafka,Security,commercial vehicle location data
Apache Kafka,Mgmt,commercial vehicle location data
OASIS AMQP,TransNet,commercial vehicle location data
OASIS AMQP,Facilities,commercial vehicle location data
OASIS AMQP,Mgmt,commercial vehicle location data
OASIS AMQP,Access,commercial vehicle location data
OASIS AMQP,Security,commercial vehicle location data
OASIS AMQP,TransNet,commercial vehicle location data
OASIS MQTT,Mgmt,commercial vehicle location data
OASIS MQTT,Access,commercial vehicle location data
OASIS MQTT,TransNet,commercial vehicle location data
OASIS MQTT,Security,commercial vehicle location data
OASIS MQTT,TransNet,commercial vehicle location data
OASIS MQTT,Facilities,commercial vehicle location data
OASIS MQTT,Security,commercial vehicle location data
(None-Comm),Access,decision support information
(None-Comm),TransNet,decision support information
(None-Comm),Security,decision support information
(None-Comm),Mgmt,decision support information
V-X: WAVE IPv6,TransNet,decision support information
V-X: WAVE IPv6,TransNet,decision support information
V-X: WAVE IPv6,Mgmt,decision support information
V-X: WAVE IPv6,TransNet,decision support information
V-X: WAVE IPv6,Access,decision support information
V-X: WAVE IPv6,Security,decision support information
(Out of Scope),Facilities,decision support information
(Out of Scope),ITS Application Entity,decision support information
[Out of Scope],Security,decision support information
[Out of Scope],Mgmt,decision support information
[Out of Scope],TransNet,decision support information
[Out of Scope],Access,decision support information
(None-Comm),Access,decision support information
(None-Comm),TransNet,decision support information
(None-Comm),Security,decision support information
(None-Comm),Mgmt,decision support information
(Out of Scope),Facilities,decision support information
(Out of Scope),ITS Application Entity,decision support information
[Out of Scope],Security,decision support information
[Out of Scope],Mgmt,decision support information
[Out of Scope],TransNet,decision support information
[Out of Scope],Access,decision support information
(None-Comm),Access,decision support information
(None-Comm),TransNet,decision support information
(None-Comm),Security,decision support information
(None-Comm),Mgmt,decision support information
V-X: WAVE IPv6,TransNet,decision support information
V-X: WAVE IPv6,TransNet,decision support information
V-X: WAVE IPv6,Mgmt,decision support information
V-X: WAVE IPv6,TransNet,decision support information
V-X: WAVE IPv6,Access,decision support information
V-X: WAVE IPv6,Security,decision support information
(Out of Scope),Facilities,decision support information
(Out of Scope),ITS Application Entity,decision support information
[Out of Scope],Security,decision support information
[Out of Scope],Mgmt,decision support information
[Out of Scope],TransNet,decision support information
[Out of Scope],Access,decision support information
(None-Comm),Access,decision support information
(None-Comm),TransNet,decision support information
(None-Comm),Security,decision support information
(None-Comm),Mgmt,decision support information
(Out of Scope),Facilities,decision support information
(Out of Scope),ITS Application Entity,decision support information
[Out of Scope],Security,decision support information
[Out of Scope],Mgmt,decision support information
[Out of Scope],TransNet,decision support information
[Out of Scope],Access,decision support information
(None-Comm),Access,decision support information
(None-Comm),TransNet,decision support information
(None-Comm),Security,decision support information
(None-Comm),Mgmt,decision support information
(Out of Scope),Facilities,decision support information
(Out of Scope),ITS Application Entity,decision support information
[Out of Scope],Security,decision support information
[Out of Scope],Mgmt,decision support information
[Out of Scope],TransNet,decision support information
[Out of Scope],Access,decision support information
(None-Comm),Access,decision support information
(None-Comm),TransNet,decision support information
(None-Comm),Security,decision support information
(None-Comm),Mgmt,decision support information
(Out of Scope),Facilities,decision support information
(Out of Scope),ITS Application Entity,decision support information
[Out of Scope],Security,decision support information
[Out of Scope],Mgmt,decision support information
[Out of Scope],TransNet,decision support information
[Out of Scope],Access,decision support information
(None-Comm),Access,incident command information
(None-Comm),TransNet,incident command information
(None-Comm),Security,incident command information
(None-Comm),Mgmt,incident command information
(Out of Scope),Facilities,incident command information
(Out of Scope),ITS Application Entity,incident command information
[Out of Scope],Security,incident command information
[Out of Scope],Mgmt,incident command information
[Out of Scope],TransNet,incident command information
[Out of Scope],Access,incident command information
(None-Comm),Access,incident command information coordination
(None-Comm),TransNet,incident command information coordination
(None-Comm),Security,incident command information coordination
(None-Comm),Mgmt,incident command information coordination
